country,pop,year,continent,gdppercap,lifeexp,af_lf,am_lf,as_lf,oc_lf,eu_lf
Djibouti,63300,1952,Africa,3300,47.29999923706055,47.299999,,,,
Djibouti,71500,1957,Africa,3550,49.90000152587891,49.900002,,,,
Djibouti,88500,1962,Africa,3740,52.90000152587891,52.900002,,,,
Djibouti,123000,1967,Africa,3740,56.09999847412109,56.099998,,,,
Djibouti,169000,1972,Africa,4410,59.20000076293945,59.200001,,,,
Djibouti,249000,1977,Africa,3890,60.09999847412109,60.099998,,,,
Djibouti,375000,1982,Africa,3790,59.90000152587891,59.900002,,,,
Djibouti,454000,1987,Africa,3520,60.20000076293945,60.200001,,,,
Djibouti,607000,1992,Africa,2890,58.70000076293945,58.700001,,,,
Djibouti,644000,1997,Africa,2280,60.09999847412109,60.099998,,,,
Djibouti,733000,2002,Africa,2180,60.90000152587891,60.900002,,,,
Djibouti,795000,2007,Africa,2440,62.29999923706055,62.299999,,,,
Dominican Republic,2440000,1952,Americas,2730,50.40000152587891,,50.400002,,,
Dominican Republic,2880000,1957,Americas,3010,55.09999847412109,,55.099998,,,
Dominican Republic,3410000,1962,Americas,3230,59.5,,59.5,,,
Dominican Republic,4000000,1967,Americas,3200,63.70000076293945,,63.700001,,,
Dominican Republic,4630000,1972,Americas,4200,66.80000305175781,,66.800003,,,
Dominican Republic,5280000,1977,Americas,5110,69,,69,,,
Dominican Republic,5940000,1982,Americas,5420,70.90000152587891,,70.900002,,,
Dominican Republic,6600000,1987,Americas,5450,71.09999847412109,,71.099998,,,
Dominican Republic,7270000,1992,Americas,5960,72.90000152587891,,72.900002,,,
Dominican Republic,7950000,1997,Americas,7340,73.40000152587891,,73.400002,,,
Dominican Republic,8600000,2002,Americas,8620,74.09999847412109,,74.099998,,,
Dominican Republic,9220000,2007,Americas,10500,73.5,,73.5,,,
Ecuador,3560000,1952,Americas,3700,52,,52,,,
Ecuador,4070000,1957,Americas,3980,55.59999847412109,,55.599998,,,
Ecuador,4670000,1962,Americas,4310,59.40000152587891,,59.400002,,,
Ecuador,5400000,1967,Americas,4860,62.09999847412109,,62.099998,,,
Ecuador,6250000,1972,Americas,5640,64.30000305175781,,64.300003,,,
Ecuador,7190000,1977,Americas,7170,66.80000305175781,,66.800003,,,
Ecuador,8200000,1982,Americas,7790,69.30000305175781,,69.300003,,,
Ecuador,9290000,1987,Americas,7040,69.59999847412109,,69.599998,,,
Ecuador,10500000,1992,Americas,7590,71.90000152587891,,71.900002,,,
Ecuador,11700000,1997,Americas,7850,73.80000305175781,,73.800003,,,
Ecuador,12900000,2002,Americas,7690,74.30000305175781,,74.300003,,,
Ecuador,14100000,2007,Americas,8820,74.19999694824219,,74.199997,,,
Egypt,20900000,1952,Africa,2400,39.70000076293945,39.700001,,,,
Egypt,23900000,1957,Africa,2470,44.90000152587891,44.900002,,,,
Egypt,27400000,1962,Africa,2840,48,48,,,,
Egypt,31200000,1967,Africa,2980,50,50,,,,
Egypt,35300000,1972,Africa,3250,51.90000152587891,51.900002,,,,
Egypt,39400000,1977,Africa,4380,55.40000152587891,55.400002,,,,
Egypt,44400000,1982,Africa,5390,58.90000152587891,58.900002,,,,
Egypt,50600000,1987,Africa,5840,61.40000152587891,61.400002,,,,
Egypt,57400000,1992,Africa,5960,65.5,65.5,,,,
Egypt,63600000,1997,Africa,6680,67.40000152587891,67.400002,,,,
Egypt,70200000,2002,Africa,7660,68.40000152587891,68.400002,,,,
Egypt,76900000,2007,Africa,8990,69.30000305175781,69.300003,,,,
El Salvador,2240000,1952,Americas,3420,46.70000076293945,,46.700001,,,
El Salvador,2490000,1957,Americas,3840,51.40000152587891,,51.400002,,,
El Salvador,2850000,1962,Americas,4230,55.5,,55.5,,,
El Salvador,3290000,1967,Americas,4860,58.5,,58.5,,,
El Salvador,3770000,1972,Americas,5010,60.70000076293945,,60.700001,,,
El Salvador,4250000,1977,Americas,5730,64.09999847412109,,64.099998,,,
El Salvador,4670000,1982,Americas,4500,63.40000152587891,,63.400002,,,
El Salvador,5000000,1987,Americas,4490,67,,67,,,
El Salvador,5340000,1992,Americas,4770,69.80000305175781,,69.800003,,,
El Salvador,5690000,1997,Americas,5420,71.19999694824219,,71.199997,,,
El Salvador,5930000,2002,Americas,5680,73.09999847412109,,73.099998,,,
El Salvador,6080000,2007,Americas,6200,72.40000152587891,,72.400002,,,
Equatorial Guinea,231000,1952,Africa,945,37.59999847412109,37.599998,,,,
Equatorial Guinea,242000,1957,Africa,1070,39.40000152587891,39.400002,,,,
Equatorial Guinea,259000,1962,Africa,1470,41.29999923706055,41.299999,,,,
Equatorial Guinea,284000,1967,Africa,2300,43.20000076293945,43.200001,,,,
Equatorial Guinea,299000,1972,Africa,2220,44.79999923706055,44.799999,,,,
Equatorial Guinea,248000,1977,Africa,3810,47.29999923706055,47.299999,,,,
Equatorial Guinea,264000,1982,Africa,2380,49.40000152587891,49.400002,,,,
Equatorial Guinea,369000,1987,Africa,2090,49.09999847412109,49.099998,,,,
Equatorial Guinea,433000,1992,Africa,1910,48.29999923706055,48.299999,,,,
Equatorial Guinea,516000,1997,Africa,7270,51.40000152587891,51.400002,,,,
Equatorial Guinea,632000,2002,Africa,20200,58.59999847412109,58.599998,,,,
Equatorial Guinea,784000,2007,Africa,35900,61.40000152587891,61.400002,,,,
Eritrea,835000,1952,Africa,831,37.20000076293945,37.200001,,,,
Eritrea,919000,1957,Africa,871,38.40000152587891,38.400002,,,,
Eritrea,1030000,1962,Africa,972,39.59999847412109,39.599998,,,,
Eritrea,1180000,1967,Africa,1180,41.40000152587891,41.400002,,,,
Eritrea,1350000,1972,Africa,1290,43.29999923706055,43.299999,,,,
Eritrea,1550000,1977,Africa,1200,44.79999923706055,44.799999,,,,
Eritrea,1780000,1982,Africa,1260,46.29999923706055,46.299999,,,,
Eritrea,2060000,1987,Africa,1310,47.79999923706055,47.799999,,,,
Eritrea,2270000,1992,Africa,1540,50.79999923706055,50.799999,,,,
Eritrea,2200000,1997,Africa,2630,53,53,,,,
Eritrea,2370000,2002,Africa,2570,55,55,,,,
Eritrea,2920000,2007,Africa,2170,57,57,,,,
Ethiopia,18500000,1952,Africa,532,33.79999923706055,33.799999,,,,
Ethiopia,20300000,1957,Africa,556,33,33,,,,
Ethiopia,22700000,1962,Africa,610,39.70000076293945,39.700001,,,,
Ethiopia,25600000,1967,Africa,732,42,42,,,,
Ethiopia,29200000,1972,Africa,784,43.09999847412109,43.099998,,,,
Ethiopia,33100000,1977,Africa,751,43.70000076293945,43.700001,,,,
Ethiopia,36000000,1982,Africa,733,45.5,45.5,,,,
Ethiopia,42000000,1987,Africa,712,47.5,47.5,,,,
Ethiopia,49600000,1992,Africa,517,48.20000076293945,48.200001,,,,
Ethiopia,58900000,1997,Africa,629,50.20000076293945,50.200001,,,,
Ethiopia,68200000,2002,Africa,645,53.90000152587891,53.900002,,,,
Ethiopia,78500000,2007,Africa,860,59.20000076293945,59.200001,,,,
Finland,4050000,1952,Europe,7570,66.40000152587891,,,,,66.400002
Finland,4280000,1957,Europe,8890,67.30000305175781,,,,,67.300003
Finland,4470000,1962,Europe,11100,68.59999847412109,,,,,68.599998
Finland,4580000,1967,Europe,13000,69.69999694824219,,,,,69.699997
Finland,4630000,1972,Europe,17300,70.90000152587891,,,,,70.900002
Finland,4730000,1977,Europe,19000,72.5,,,,,72.5
Finland,4810000,1982,Europe,22800,74.40000152587891,,,,,74.400002
Finland,4930000,1987,Europe,26200,74.80000305175781,,,,,74.800003
Finland,5020000,1992,Europe,26000,75.80000305175781,,,,,75.800003
Finland,5140000,1997,Europe,30200,77.19999694824219,,,,,77.199997
Finland,5200000,2002,Europe,36200,78.5,,,,,78.5
Finland,5280000,2007,Europe,42500,79.5,,,,,79.5
France,42000000,1952,Europe,9150,67.5,,,,,67.5
France,43800000,1957,Europe,11100,69.09999847412109,,,,,69.099998
France,46300000,1962,Europe,13300,70.69999694824219,,,,,70.699997
France,49200000,1967,Europe,16400,71.69999694824219,,,,,71.699997
France,51200000,1972,Europe,20300,72.69999694824219,,,,,72.699997
France,53000000,1977,Europe,23100,73.69999694824219,,,,,73.699997
France,54100000,1982,Europe,25200,74.90000152587891,,,,,74.900002
France,55500000,1987,Europe,26900,76.30000305175781,,,,,76.300003
France,56900000,1992,Europe,29900,77.40000152587891,,,,,77.400002
France,58000000,1997,Europe,31700,78.69999694824219,,,,,78.699997
France,59400000,2002,Europe,35300,79.40000152587891,,,,,79.400002
France,61500000,2007,Europe,37700,81,,,,,81
Gabon,476000,1952,Africa,3160,40.59999847412109,40.599998,,,,
Gabon,487000,1957,Africa,4940,43,43,,,,
Gabon,506000,1962,Africa,7660,45.09999847412109,45.099998,,,,
Gabon,543000,1967,Africa,11200,49.5,49.5,,,,
Gabon,601000,1972,Africa,15900,53.59999847412109,53.599998,,,,
Gabon,661000,1977,Africa,28000,57.09999847412109,57.099998,,,,
Gabon,745000,1982,Africa,20800,58.90000152587891,58.900002,,,,
Gabon,850000,1987,Africa,16200,60.79999923706055,60.799999,,,,
Gabon,976000,1992,Africa,19000,60.59999847412109,60.599998,,,,
Gabon,1110000,1997,Africa,20700,60.20000076293945,60.200001,,,,
Gabon,1260000,2002,Africa,17300,59,59,,,,
Gabon,1430000,2007,Africa,16500,60.59999847412109,60.599998,,,,
Gambia,309000,1952,Africa,1200,40.40000152587891,40.400002,,,,
Gambia,336000,1957,Africa,1280,42.70000076293945,42.700001,,,,
Gambia,372000,1962,Africa,1470,45.09999847412109,45.099998,,,,
Gambia,415000,1967,Africa,1760,49.70000076293945,49.700001,,,,
Gambia,478000,1972,Africa,1490,54.29999923706055,54.299999,,,,
Gambia,558000,1977,Africa,1550,56.09999847412109,56.099998,,,,
Gambia,658000,1982,Africa,1690,57.90000152587891,57.900002,,,,
Gambia,791000,1987,Africa,1470,59.20000076293945,59.200001,,,,
Gambia,993000,1992,Africa,1430,60.20000076293945,60.200001,,,,
Gambia,1160000,1997,Africa,1370,61.20000076293945,61.200001,,,,
Gambia,1360000,2002,Africa,1390,62,62,,,,
Gambia,1590000,2007,Africa,1420,62.70000076293945,62.700001,,,,
Germany,70300000,1952,Europe,9200,67.5,,,,,67.5
Germany,71900000,1957,Europe,13100,68.59999847412109,,,,,68.599998
Germany,73900000,1962,Europe,16600,70.09999847412109,,,,,70.099998
Germany,76800000,1967,Europe,18900,71.09999847412109,,,,,71.099998
Germany,78800000,1972,Europe,22900,71.19999694824219,,,,,71.199997
Germany,78800000,1977,Europe,26000,72.5,,,,,72.5
Germany,78100000,1982,Europe,27800,73.69999694824219,,,,,73.699997
Germany,77800000,1987,Europe,30900,75,,,,,75
Germany,79500000,1992,Europe,33000,76.09999847412109,,,,,76.099998
Germany,81300000,1997,Europe,34400,77.40000152587891,,,,,77.400002
Germany,81500000,2002,Europe,37300,78.69999694824219,,,,,78.699997
Germany,81500000,2007,Europe,40500,80.09999847412109,,,,,80.099998
Ghana,5140000,1952,Africa,1630,46.29999923706055,46.299999,,,,
Ghana,5900000,1957,Africa,1940,49.40000152587891,49.400002,,,,
Ghana,6850000,1962,Africa,2290,52.09999847412109,52.099998,,,,
Ghana,7940000,1967,Africa,2170,54.40000152587891,54.400002,,,,
Ghana,8970000,1972,Africa,2320,56.29999923706055,56.299999,,,,
Ghana,10200000,1977,Africa,2000,57.40000152587891,57.400002,,,,
Ghana,11300000,1982,Africa,1800,57.90000152587891,57.900002,,,,
Ghana,13200000,1987,Africa,1780,58.70000076293945,58.700001,,,,
Ghana,15200000,1992,Africa,1960,59.40000152587891,59.400002,,,,
Ghana,17500000,1997,Africa,2110,59.20000076293945,59.200001,,,,
Ghana,19800000,2002,Africa,2300,59.5,59.5,,,,
Ghana,22400000,2007,Africa,2640,60.40000152587891,60.400002,,,,
Greece,7740000,1952,Europe,3950,67.90000152587891,,,,,67.900002
Greece,8070000,1957,Europe,5500,69.5,,,,,69.5
Greece,8310000,1962,Europe,6760,71.69999694824219,,,,,71.699997
Greece,8490000,1967,Europe,9690,73,,,,,73
Greece,8720000,1972,Europe,14700,74.40000152587891,,,,,74.400002
Greece,9130000,1977,Europe,16500,75.90000152587891,,,,,75.900002
Greece,9720000,1982,Europe,18000,77.80000305175781,,,,,77.800003
Greece,10000000,1987,Europe,19200,76.90000152587891,,,,,76.900002
Greece,10300000,1992,Europe,21100,77.59999847412109,,,,,77.599998
Greece,10800000,1997,Europe,22600,78.5,,,,,78.5
Greece,11100000,2002,Europe,26600,79.19999694824219,,,,,79.199997
Greece,11200000,2007,Europe,32100,79.40000152587891,,,,,79.400002
Guatemala,3210000,1952,Americas,3090,40.20000076293945,,40.200001,,,
Guatemala,3740000,1957,Americas,3280,42.09999847412109,,42.099998,,,
Guatemala,4340000,1962,Americas,3400,44.59999847412109,,44.599998,,,
Guatemala,5010000,1967,Americas,3970,47.5,,47.5,,,
Guatemala,5780000,1972,Americas,4880,51.79999923706055,,51.799999,,,
Guatemala,6600000,1977,Americas,5850,56.5,,56.5,,,
Guatemala,7470000,1982,Americas,5780,56.40000152587891,,56.400002,,,
Guatemala,8440000,1987,Americas,5020,62,,62,,,
Guatemala,9480000,1992,Americas,5290,62.5,,62.5,,,
Guatemala,10600000,1997,Americas,5750,66.80000305175781,,66.800003,,,
Guatemala,11900000,2002,Americas,6160,69.30000305175781,,69.300003,,,
Guatemala,13400000,2007,Americas,6710,70.90000152587891,,70.900002,,,
Guinea,3050000,1952,Africa,728,39.09999847412109,39.099998,,,,
Guinea,3280000,1957,Africa,822,41,41,,,,
Guinea,3550000,1962,Africa,993,42.70000076293945,42.700001,,,,
Guinea,3870000,1967,Africa,1060,44,44,,,,
Guinea,4220000,1972,Africa,1170,45.29999923706055,45.299999,,,,
Guinea,4560000,1977,Africa,1250,46.79999923706055,46.799999,,,,
Guinea,4970000,1982,Africa,1280,48.70000076293945,48.700001,,,,
Guinea,5630000,1987,Africa,1270,50.59999847412109,50.599998,,,,
Guinea,6530000,1992,Africa,1350,52.40000152587891,52.400002,,,,
Guinea,7460000,1997,Africa,1480,54.09999847412109,54.099998,,,,
Guinea,8420000,2002,Africa,1590,55.20000076293945,55.200001,,,,
Guinea,9310000,2007,Africa,1650,56.29999923706055,56.299999,,,,
Guinea-Bissau,544000,1952,Africa,670,36.40000152587891,36.400002,,,,
Guinea-Bissau,584000,1957,Africa,928,37.79999923706055,37.799999,,,,
Guinea-Bissau,623000,1962,Africa,1080,38.90000152587891,38.900002,,,,
Guinea-Bissau,659000,1967,Africa,1390,39.59999847412109,39.599998,,,,
Guinea-Bissau,718000,1972,Africa,1640,40.79999923706055,40.799999,,,,
Guinea-Bissau,770000,1977,Africa,1570,45.20000076293945,45.200001,,,,
Guinea-Bissau,794000,1982,Africa,1470,46.40000152587891,46.400002,,,,
Guinea-Bissau,893000,1987,Africa,1500,47.59999847412109,47.599998,,,,
Guinea-Bissau,998000,1992,Africa,1660,49.40000152587891,49.400002,,,,
Guinea-Bissau,1110000,1997,Africa,1950,50.29999923706055,50.299999,,,,
Guinea-Bissau,1230000,2002,Africa,1370,52.59999847412109,52.599998,,,,
Guinea-Bissau,1380000,2007,Africa,1380,54.29999923706055,54.299999,,,,
Haiti,3270000,1952,Americas,2580,36.5,,36.5,,,
Haiti,3580000,1957,Americas,2430,39.5,,39.5,,,
Haiti,3940000,1962,Americas,2530,42.29999923706055,,42.299999,,,
Haiti,4340000,1967,Americas,2030,44.79999923706055,,44.799999,,,
Haiti,4760000,1972,Americas,2220,46.70000076293945,,46.700001,,,
Haiti,5190000,1977,Americas,2440,49.40000152587891,,49.400002,,,
Haiti,5770000,1982,Americas,2480,51.79999923706055,,51.799999,,,
Haiti,6480000,1987,Americas,2230,53.70000076293945,,53.700001,,,
Haiti,7180000,1992,Americas,1960,54.79999923706055,,54.799999,,,
Haiti,7890000,1997,Americas,1750,55.70000076293945,,55.700001,,,
Haiti,8610000,2002,Americas,1680,58.5,,58.5,,,
Haiti,9340000,2007,Americas,1610,60.59999847412109,,60.599998,,,
Honduras,1590000,1952,Americas,2460,45.5,,45.5,,,
Honduras,1820000,1957,Americas,2490,48.90000152587891,,48.900002,,,
Honduras,2100000,1962,Americas,2550,52.79999923706055,,52.799999,,,
Honduras,2410000,1967,Americas,2790,56.59999847412109,,56.599998,,,
Honduras,2800000,1972,Americas,2800,60.09999847412109,,60.099998,,,
Honduras,3250000,1977,Americas,3550,63,,63,,,
Honduras,3790000,1982,Americas,3410,66.09999847412109,,66.099998,,,
Honduras,4410000,1987,Americas,3250,67.90000152587891,,67.900002,,,
Honduras,5100000,1992,Americas,3110,69.09999847412109,,69.099998,,,
Honduras,5870000,1997,Americas,3260,69.69999694824219,,69.699997,,,
Honduras,6750000,2002,Americas,3340,71,,71,,,
Honduras,7630000,2007,Americas,3950,72.19999694824219,,72.199997,,,
Hungary,9480000,1952,Europe,6720,63.90000152587891,,,,,63.900002
Hungary,9880000,1957,Europe,7710,66.30000305175781,,,,,66.300003
Hungary,10000000,1962,Europe,9700,67.80000305175781,,,,,67.800003
Hungary,10200000,1967,Europe,12200,69.30000305175781,,,,,69.300003
Hungary,10400000,1972,Europe,13500,69.40000152587891,,,,,69.400002
Hungary,10600000,1977,Europe,15700,69.69999694824219,,,,,69.699997
Hungary,10700000,1982,Europe,17100,69.09999847412109,,,,,69.099998
Hungary,10500000,1987,Europe,18000,69.5,,,,,69.5
Hungary,10400000,1992,Europe,14700,69.19999694824219,,,,,69.199997
Hungary,10300000,1997,Europe,15900,71,,,,,71
Hungary,10200000,2002,Europe,19600,72.5,,,,,72.5
Hungary,10100000,2007,Europe,23500,73.5,,,,,73.5
Iceland,145000,1952,Europe,8140,72.40000152587891,,,,,72.400002
Iceland,161000,1957,Europe,9300,73.40000152587891,,,,,73.400002
Iceland,179000,1962,Europe,10600,73.59999847412109,,,,,73.599998
Iceland,195000,1967,Europe,13900,73.69999694824219,,,,,73.699997
Iceland,207000,1972,Europe,16900,74,,,,,74
Iceland,220000,1977,Europe,21300,75.80000305175781,,,,,75.800003
Iceland,231000,1982,Europe,25800,76.80000305175781,,,,,76.800003
Iceland,244000,1987,Europe,30600,77.30000305175781,,,,,77.300003
Iceland,258000,1992,Europe,28300,78.30000305175781,,,,,78.300003
Iceland,270000,1997,Europe,31000,79,,,,,79
Iceland,283000,2002,Europe,35800,80.80000305175781,,,,,80.800003
Iceland,300000,2007,Europe,44600,81.90000152587891,,,,,81.900002
India,382000000,1952,Asia,838,36.20000076293945,,,36.200001,,
India,417000000,1957,Asia,904,39.70000076293945,,,39.700001,,
India,460000000,1962,Asia,1020,43.40000152587891,,,43.400002,,
India,510000000,1967,Asia,1100,47.29999923706055,,,47.299999,,
India,568000000,1972,Asia,1150,50.40000152587891,,,50.400002,,
India,638000000,1977,Asia,1310,53.09999847412109,,,53.099998,,
India,715000000,1982,Asia,1400,56,,,56,,
India,802000000,1987,Asia,1620,58.29999923706055,,,58.299999,,
India,891000000,1992,Asia,1950,60.20000076293945,,,60.200001,,
India,982000000,1997,Asia,2380,62,,,62,,
India,1080000000,2002,Asia,2850,63.90000152587891,,,63.900002,,
India,1170000000,2007,Asia,3850,66,,,66,,
Indonesia,70800000,1952,Asia,1540,38.79999923706055,,,38.799999,,
Indonesia,79200000,1957,Asia,1780,43.40000152587891,,,43.400002,,
Indonesia,90100000,1962,Asia,1830,47.70000076293945,,,47.700001,,
Indonesia,103000000,1967,Asia,1640,51.70000076293945,,,51.700001,,
Indonesia,118000000,1972,Asia,2380,55,,,55,,
Indonesia,134000000,1977,Asia,3020,57.79999923706055,,,57.799999,,
Indonesia,151000000,1982,Asia,3350,60.70000076293945,,,60.700001,,
Indonesia,168000000,1987,Asia,3870,62.59999847412109,,,62.599998,,
Indonesia,185000000,1992,Asia,5090,64.80000305175781,,,64.800003,,
Indonesia,200000000,1997,Asia,6590,66.69999694824219,,,66.699997,,
Indonesia,214000000,2002,Asia,6120,67.80000305175781,,,67.800003,,
Indonesia,229000000,2007,Asia,7470,69,,,69,,
Iran,17500000,1952,Asia,4540,43.29999923706055,,,43.299999,,
Iran,19800000,1957,Asia,12400,46.59999847412109,,,46.599998,,
Iran,22500000,1962,Asia,17300,49.90000152587891,,,49.900002,,
Iran,25600000,1967,Asia,24100,53.20000076293945,,,53.200001,,
Iran,29300000,1972,Asia,21100,59.09999847412109,,,59.099998,,
Iran,33700000,1977,Asia,23800,66.30000305175781,,,66.300003,,
Iran,40200000,1982,Asia,13500,65.40000152587891,,,65.400002,,
Iran,49300000,1987,Asia,11400,68.09999847412109,,,68.099998,,
Iran,57700000,1992,Asia,12600,70.90000152587891,,,70.900002,,
Iran,62300000,1997,Asia,12600,72.69999694824219,,,72.699997,,
Iran,66400000,2002,Asia,14000,73.80000305175781,,,73.800003,,
Iran,70600000,2007,Asia,17500,74.69999694824219,,,74.699997,,
Iraq,5900000,1952,Asia,10900,38.40000152587891,,,38.400002,,
Iraq,6650000,1957,Asia,16100,45.70000076293945,,,45.700001,,
Iraq,7480000,1962,Asia,20600,52.09999847412109,,,52.099998,,
Iraq,8650000,1967,Asia,20400,57.90000152587891,,,57.900002,,
Iraq,10300000,1972,Asia,20200,61.5,,,61.5,,
Iraq,12100000,1977,Asia,28400,63.40000152587891,,,63.400002,,
Iraq,14000000,1982,Asia,25700,57.20000076293945,,,57.200001,,
Iraq,15900000,1987,Asia,18700,60.5,,,60.5,,
Iraq,17900000,1992,Asia,5210,65.59999847412109,,,65.599998,,
Iraq,20800000,1997,Asia,8320,65.30000305175781,,,65.300003,,
Iraq,24200000,2002,Asia,11000,67.69999694824219,,,67.699997,,
Iraq,27400000,2007,Asia,11800,69.19999694824219,,,69.199997,,
Ireland,2910000,1952,Europe,7370,67.40000152587891,,,,,67.400002
Ireland,2850000,1957,Europe,7920,69.30000305175781,,,,,69.300003
Ireland,2790000,1962,Europe,9320,70.19999694824219,,,,,70.199997
Ireland,2830000,1967,Europe,10600,71.5,,,,,71.5
Ireland,2940000,1972,Europe,13000,71.19999694824219,,,,,71.199997
Ireland,3190000,1977,Europe,14900,72.09999847412109,,,,,72.099998
Ireland,3420000,1982,Europe,16600,73.09999847412109,,,,,73.099998
Ireland,3520000,1987,Europe,18000,74.30000305175781,,,,,74.300003
Ireland,3520000,1992,Europe,22500,75.30000305175781,,,,,75.300003
Ireland,3620000,1997,Europe,31000,76,,,,,76
Ireland,3840000,2002,Europe,42500,77.69999694824219,,,,,77.699997
Ireland,4230000,2007,Europe,48700,79.59999847412109,,,,,79.599998
Israel,1350000,1952,Asia,4510,65,,,65,,
Israel,1770000,1957,Asia,5940,67.5,,,67.5,,
Israel,2140000,1962,Asia,7870,69.19999694824219,,,69.199997,,
Israel,2560000,1967,Asia,9400,70.5,,,70.5,,
Israel,2900000,1972,Asia,14500,72.59999847412109,,,72.599998,,
Israel,3390000,1977,Asia,15200,74.09999847412109,,,74.099998,,
Israel,3770000,1982,Asia,17800,75.5,,,75.5,,
Israel,4100000,1987,Asia,20000,76.40000152587891,,,76.400002,,
Israel,4590000,1992,Asia,21900,76.90000152587891,,,76.900002,,
Israel,5420000,1997,Asia,25100,78.09999847412109,,,78.099998,,
Israel,6060000,2002,Asia,25700,78.69999694824219,,,78.699997,,
Israel,6680000,2007,Asia,28700,80.59999847412109,,,80.599998,,
Italy,47000000,1952,Europe,7380,65.90000152587891,,,,,65.900002
Italy,48600000,1957,Europe,9450,67.80000305175781,,,,,67.800003
Italy,50100000,1962,Europe,12600,69.19999694824219,,,,,69.199997
Italy,52100000,1967,Europe,15700,71,,,,,71
Italy,53900000,1972,Europe,18800,72.09999847412109,,,,,72.099998
Italy,55500000,1977,Europe,22000,73.5,,,,,73.5
Italy,56500000,1982,Europe,25100,74.90000152587891,,,,,74.900002
Italy,57000000,1987,Europe,28400,76.30000305175781,,,,,76.300003
Italy,57100000,1992,Europe,31800,77.40000152587891,,,,,77.400002
Italy,57100000,1997,Europe,34200,78.69999694824219,,,,,78.699997
Italy,56900000,2002,Europe,37200,80.09999847412109,,,,,80.099998
Italy,58500000,2007,Europe,38600,81.40000152587891,,,,,81.400002
Jamaica,1440000,1952,Americas,2930,58.90000152587891,,58.900002,,,
Jamaica,1560000,1957,Americas,4800,63.09999847412109,,63.099998,,,
Jamaica,1650000,1962,Americas,5300,66.30000305175781,,66.300003,,,
Jamaica,1780000,1967,Americas,6170,68.40000152587891,,68.400002,,,
Jamaica,1900000,1972,Americas,7480,70.40000152587891,,70.400002,,,
Jamaica,2060000,1977,Americas,6680,71.90000152587891,,71.900002,,,
Jamaica,2200000,1982,Americas,6090,72.80000305175781,,72.800003,,,
Jamaica,2360000,1987,Americas,6360,74,,74,,,
Jamaica,2440000,1992,Americas,7670,74.80000305175781,,74.800003,,,
Jamaica,2560000,1997,Americas,8190,74,,74,,,
Jamaica,2670000,2002,Americas,8090,75,,75,,,
Jamaica,2750000,2007,Americas,8710,76.40000152587891,,76.400002,,,
Japan,84300000,1952,Asia,3680,63.5,,,63.5,,
Japan,90000000,1957,Asia,4940,66,,,66,,
Japan,94600000,1962,Asia,7530,69.30000305175781,,,69.300003,,
Japan,99600000,1967,Asia,11300,72,,,72,,
Japan,106000000,1972,Asia,17100,73.5,,,73.5,,
Japan,114000000,1977,Asia,19400,75.59999847412109,,,75.599998,,
Japan,119000000,1982,Asia,22700,77.19999694824219,,,77.199997,,
Japan,123000000,1987,Asia,26400,78.69999694824219,,,78.699997,,
Japan,125000000,1992,Asia,31700,79.5,,,79.5,,
Japan,127000000,1997,Asia,33600,80.80000305175781,,,80.800003,,
Japan,128000000,2002,Asia,33900,82,,,82,,
Japan,128000000,2007,Asia,36700,82.80000305175781,,,82.800003,,
Jordan,536000,1952,Asia,3550,46.90000152587891,,,46.900002,,
Jordan,728000,1957,Asia,4330,51.20000076293945,,,51.200001,,
Jordan,974000,1962,Asia,5320,55.29999923706055,,,55.299999,,
Jordan,1270000,1967,Asia,6010,59.29999923706055,,,59.299999,,
Jordan,1810000,1972,Asia,4470,62.79999923706055,,,62.799999,,
Jordan,2120000,1977,Asia,5830,64.90000152587891,,,64.900002,,
Jordan,2460000,1982,Asia,8190,66.80000305175781,,,66.800003,,
Jordan,3020000,1987,Asia,8420,69.59999847412109,,,69.599998,,
Jordan,3760000,1992,Asia,6810,71.5,,,71.5,,
Jordan,4730000,1997,Asia,6870,71.90000152587891,,,71.900002,,
Jordan,5220000,2002,Asia,7750,73.40000152587891,,,73.400002,,
Jordan,5990000,2007,Asia,9420,75.80000305175781,,,75.800003,,
Kenya,6240000,1952,Africa,1540,46.09999847412109,46.099998,,,,
Kenya,7200000,1957,Africa,1700,49,49,,,,
Kenya,8380000,1962,Africa,1600,52.79999923706055,52.799999,,,,
Kenya,9850000,1967,Africa,1860,56.29999923706055,56.299999,,,,
Kenya,11700000,1972,Africa,2120,59.09999847412109,59.099998,,,,
Kenya,14100000,1977,Africa,2170,61,61,,,,
Kenya,17100000,1982,Africa,2270,62.59999847412109,62.599998,,,,
Kenya,20600000,1987,Africa,2260,62.90000152587891,62.900002,,,,
Kenya,24500000,1992,Africa,2210,60.5,60.5,,,,
Kenya,28600000,1997,Africa,2140,56.59999847412109,56.599998,,,,
Kenya,32800000,2002,Africa,2070,55.79999923706055,55.799999,,,,
Kenya,37600000,2007,Africa,2360,58.40000152587891,58.400002,,,,
Kuwait,158000,1952,Asia,7820,54.90000152587891,,,54.900002,,
Kuwait,192000,1957,Asia,15700,60.09999847412109,,,60.099998,,
Kuwait,301000,1962,Asia,27200,64.19999694824219,,,64.199997,,
Kuwait,523000,1967,Asia,46900,67.40000152587891,,,67.400002,,
Kuwait,799000,1972,Asia,76200,69.69999694824219,,,69.699997,,
Kuwait,1090000,1977,Asia,107000,69.40000152587891,,,69.400002,,
